"X","Y","Z","TimeStep1 - pressure","TimeStep2 - pressure","TimeStep3 - pressure","TimeStep4 - pressure","TimeStep5 - pressure","TimeStep6 - pressure","TimeStep7 - pressure","TimeStep8 - pressure","TimeStep9 - pressure","TimeStep10 - pressure","TimeStep11 - pressure","TimeStep12 - pressure","TimeStep13 - pressure","TimeStep14 - pressure","TimeStep15 - pressure","TimeStep16 - pressure","TimeStep17 - pressure","TimeStep18 - pressure","TimeStep19 - pressure","TimeStep20 - pressure","TimeStep21 - pressure","TimeStep22 - pressure","TimeStep23 - pressure","TimeStep24 - pressure","TimeStep25 - pressure","TimeStep26 - pressure","TimeStep27 - pressure","TimeStep28 - pressure","TimeStep29 - pressure","TimeStep30 - pressure","TimeStep31 - pressure","TimeStep32 - pressure","TimeStep33 - pressure","TimeStep34 - pressure","TimeStep35 - pressure","TimeStep36 - pressure","TimeStep37 - pressure","TimeStep38 - pressure","TimeStep39 - pressure","TimeStep40 - pressure","TimeStep41 - pressure","TimeStep42 - pressure","TimeStep43 - pressure","TimeStep44 - pressure","TimeStep45 - pressure","TimeStep46 - pressure","TimeStep47 - pressure","TimeStep48 - pressure","TimeStep49 - pressure","TimeStep50 - pressure","TimeStep51 - pressure","TimeStep52 - pressure","TimeStep53 - pressure","TimeStep54 - pressure","TimeStep55 - pressure","TimeStep56 - pressure","TimeStep57 - pressure","TimeStep58 - pressure","TimeStep59 - pressure","TimeStep60 - pressure","TimeStep61 - pressure","TimeStep62 - pressure","TimeStep63 - pressure","TimeStep64 - pressure","TimeStep65 - pressure","TimeStep66 - pressure","TimeStep67 - pressure","TimeStep68 - pressure","TimeStep69 - pressure","TimeStep70 - pressure","TimeStep71 - pressure","TimeStep72 - pressure","TimeStep73 - pressure","TimeStep74 - pressure","TimeStep75 - pressure","TimeStep76 - pressure","TimeStep77 - pressure","TimeStep78 - pressure","TimeStep79 - pressure","TimeStep80 - pressure","TimeStep81 - pressure","TimeStep82 - pressure","TimeStep83 - pressure","TimeStep84 - pressure","TimeStep85 - pressure","TimeStep86 - pressure","TimeStep87 - pressure","TimeStep88 - pressure","TimeStep89 - pressure","TimeStep90 - pressure","TimeStep91 - pressure","TimeStep92 - pressure","TimeStep93 - pressure","TimeStep94 - pressure","TimeStep95 - pressure","TimeStep96 - pressure","TimeStep97 - pressure","TimeStep98 - pressure","TimeStep99 - pressure","TimeStep100 - pressure","TimeStep101 - pressure","TimeStep102 - pressure","TimeStep103 - pressure","TimeStep104 - pressure","TimeStep105 - pressure","TimeStep106 - pressure","TimeStep107 - pressure","TimeStep108 - pressure","TimeStep109 - pressure","TimeStep110 - pressure","TimeStep111 - pressure","TimeStep112 - pressure","TimeStep113 - pressure","TimeStep114 - pressure","TimeStep115 - pressure","TimeStep116 - pressure","TimeStep117 - pressure","TimeStep118 - pressure","TimeStep119 - pressure","TimeStep120 - pressure","TimeStep121 - pressure","TimeStep122 - pressure","TimeStep123 - pressure","TimeStep124 - pressure","TimeStep125 - pressure","TimeStep126 - pressure","TimeStep127 - pressure","TimeStep128 - pressure","TimeStep129 - pressure","TimeStep130 - pressure","TimeStep131 - pressure","TimeStep132 - pressure","TimeStep133 - pressure","TimeStep134 - pressure","TimeStep135 - pressure","TimeStep136 - pressure","TimeStep137 - pressure","TimeStep138 - pressure","TimeStep139 - pressure","TimeStep140 - pressure","TimeStep141 - pressure","TimeStep142 - pressure","TimeStep143 - pressure","TimeStep144 - pressure","TimeStep145 - pressure","TimeStep146 - pressure","TimeStep147 - pressure","TimeStep148 - pressure","TimeStep149 - pressure","TimeStep150 - pressure","TimeStep151 - pressure","TimeStep152 - pressure","TimeStep153 - pressure"
0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.0,0.0,8314523271.708227,21743518589.66185,35970973608.43338,48853139665.864716,59766022307.77752,68743340990.28764,76031533940.1232,81912678214.10632,86644936296.69598,90447530122.7695,93501024496.90215,95952146874.70094,97919377987.8412,99498096829.99097,100764967225.29845,101781561399.16255,102597310269.91779,103251888746.8335,103777137402.68724,104198607781.89969,104536803839.69081,104808178738.23923,105025934979.50137,105200666573.61327,105340874383.3962,105453379671.64119,105543655950.38693,105616095267.92639,105674221884.62674,105720863731.30785,105758289991.00896,105788321497.29361,105812419319.93651,105831755847.72057,105847271826.57568,105859722128.01857,105869712474.57976,105877728908.94987,105884161440.55559,105889323019.99939,105893464764.49248,105896788175.01692,105899454939.59686,105901594799.621,105903311861.9209,105904689663.69688,105905795236.70619,105906682368.44029,105907394218.95317,105907965420.65097,105908423763.20132,105908791545.53514,105909086660.71686,105909323466.46445,105909513483.66974,105909665956.90439,105909788304.17938,105909886477.84082,105909965254.15839,105910028465.69722,105910079187.77675,105910119888.08868,105910152546.75348,105910178752.6555,105910199780.74413,105910216654.06201,105910230193.51674,105910241057.81958,105910249775.53221,105910256770.78209,105910262383.89691,105910266887.96152,105910270502.10425,105910273402.1576,105910275729.21274,105910277596.4838,105910279094.81575,105910280297.10432,105910281261.84242,105910282035.96568,105910282657.13615,105910283155.57452,105910283555.53049,105910283876.46234,105910284133.98392,105910284340.62384,105910284506.43544,105910284639.48569,105910284746.24757,105910284831.91525,105910284900.6565,105910284955.81577,105910285000.07658,105910285035.59221,105910285064.09064,105910285086.95824,105910285105.30763,105910285120.0315,105910285131.84624,105910285141.32657,105910285148.93375,105910285155.0379,105910285159.936,105910285163.8663,105910285167.02003,105910285169.55067,105910285171.58133,105910285173.21071,105910285174.51817,105910285175.56732,105910285176.40918,105910285177.08467,105910285177.62671,105910285178.06165,105910285178.41064,105910285178.6907,105910285178.91539,105910285179.09572,105910285179.2404,105910285179.3565,105910285179.44972,105910285179.52444,105910285179.58444,105910285179.6326,105910285179.67122,105910285179.70218,105910285179.72707,105910285179.747,105910285179.76299,105910285179.77588,105910285179.78616,105910285179.79445,105910285179.80109,105910285179.80638,105910285179.81071,105910285179.81416,105910285179.8169,105910285179.81906,105910285179.82083,105910285179.82227,105910285179.8234,105910285179.82431,105910285179.82507,105910285179.82565,105910285179.82611,105910285179.82649,105910285179.82678,105910285179.82703,105910285179.82724,105910285179.82741,105910285179.82748,105910285179.82758
0.2,0.30000000000000004,0.0,0.0,17347664363.591602,44594235051.12354,73045611808.74753,98629090712.6015,120234611276.44043,137984544694.09808,152386832111.15002,164006038389.48776,173354584621.5861,180866316123.89304,186898173641.5586,191740081332.22662,195626109393.4328,198744675545.87463,201247222339.60406,203255378940.34613,204866790292.6108,206159829369.32147,207197393321.39957,208029956082.03223,208698020688.80582,209234088335.42926,209664238936.65588,210009399653.1486,210286362891.1199,210508603214.0314,210686932869.93085,210830027808.5998,210944849771.78625,211036984988.0877,211110915948.76553,211170239485.9812,211217841762.89728,211256038688.97726,211286688591.7934,211311282626.93756,211331017324.57156,211346852802.0925,211359559475.02753,211369755538.69894,211377937044.19003,211384502031.842,211389769896.40738,211393996926.00018,211397388770.8275,211400110448.32715,211402294371.46902,211404046790.80972,211405452963.71332,211406581302.22742,211407486701.41345,211408213210.0593,211408796173.7076,211409263954.2593,211409639309.81577,211409940501.88797,211410182183.842,211410376113.80353,211410531726.70428,211410656593.30414,211410756788.5172,211410837186.96432,211410901700.12918,211410953466.65686,211410995005.05298,211411028336.2115,211411055081.73468,211411076542.82516,211411093763.59134,211411107581.845,211411118669.86105,211411127567.08524,211411134706.37854,211411140435.07626,211411145031.88663,211411148720.45038,211411151680.2204,211411154055.19333,211411155960.91437,211411157490.0993,211411158717.14508,211411159701.74863,211411160491.81232,211411161125.77362,211411161634.4757,211411162042.66745,211411162370.20773,211411162633.03207,211411162843.92703,211411163013.15292,211411163148.9429,211411163257.90326,211411163345.33493,211411163415.49173,211411163471.7867,211411163516.95898,211411163553.20596,211411163582.2912,211411163605.6297,211411163624.3569,211411163639.384,211411163651.442,211411163661.1175,211411163668.88138,211411163675.11115,211411163680.1102,211411163684.12137,211411163687.34006,211411163689.92285,211411163691.99527,211411163693.65823,211411163694.99268,211411163696.0633,211411163696.92252,211411163697.61194,211411163698.16516,211411163698.6091,211411163698.9652,211411163699.25104,211411163699.48044,211411163699.66446,211411163699.8121,211411163699.93054,211411163700.02567,211411163700.102,211411163700.1632,211411163700.21234,211411163700.25177,211411163700.28345,211411163700.30875,211411163700.3291,211411163700.3454,211411163700.35855,211411163700.36908,211411163700.37756,211411163700.3843,211411163700.3897,211411163700.3941,211411163700.39764,211411163700.40036,211411163700.40265,211411163700.40448,211411163700.40588,211411163700.40707,211411163700.4081,211411163700.40875,211411163700.40933,211411163700.40985,211411163700.4102,211411163700.41058,211411163700.41077,211411163700.41092
0.30000000000000004,0.30000000000000004,0.0,0.0,27867633384.715008,69662866343.82062,112287645379.27174,150192164511.10486,182045915973.41705,208160739554.1736,229332075829.59265,246406330543.52948,260141960651.96268,271178180412.12085,280039976416.99615,287153477133.1083,292862625203.13446,297444252363.47546,301120855540.2303,304071127400.3184,306438523037.1198,308338183831.2176,309862514821.3043,311085669508.14514,312067152697.06976,312854713327.5062,313486666553.4028,313993757389.94354,314400656302.0055,314727159365.263,314989151330.34674,315199378417.85046,315368068429.71716,315503428340.8344,315612043576.8744,315699198402.65137,315769133007.80023,315825249797.0876,315870278921.53613,315906411103.6134,315935404218.56885,315958668817.229,315977336751.0345,315992316238.0074,316004336048.6783,316013980961.6737,316021720213.91614,316027930329.5802,316032913438.45856,316036911974.949,316040120472.78766,316042695029.3548,316044760900.0055,316046418591.8969,316047748753.78577,316048816099.68976,316049672557.3048,316050359794.351,316050911245.7589,316051353740.32025,316051708805.9418,316051993717.00397,316052222334.78186,316052405781.8126,316052552983.02057,316052671099.92633,316052765879.06305,316052841931.5526,316052902957.4429,316052951925.71857,316052991218.7466,316053022748.1813,316053048047.96875,316053068348.97473,316053084638.86835,316053097710.1729,316053108198.82367,316053116615.1063,316053123368.4833,316053128787.51495,316053133135.84375,316053136625.0211,316053139424.80005,316053141671.39325,316053143474.1001,316053144920.62476,316053146081.3422,316053147012.7227,316053147760.07935,316053148359.77167,316053148840.9758,316053149227.10254,316053149536.9376,316053149785.5549,316053149985.0499,316053150145.1283,316053150273.5781,316053150376.6484,316053150459.35394,316053150525.71857,316053150578.9705,316053150621.70087,316053150655.9884,316053150683.5014,316053150705.57855,316053150723.29346,316053150737.5082,316053150748.9143,316053150758.06696,316053150765.41125,316053150771.30426,316053150776.033,316053150779.8274,316053150782.87213,316053150785.3151,316053150787.27563,316053150788.8487,316053150790.1109,316053150791.12384,316053150791.93646,316053150792.5887,316053150793.1119,316053150793.53186,316053150793.8689,316053150794.13916,316053150794.35614,316053150794.5302,316053150794.67,316053150794.782,316053150794.872,316053150794.94403,316053150795.002,316053150795.0485,316053150795.08575,316053150795.11566,316053150795.1396,316053150795.159,316053150795.1745,316053150795.1868,316053150795.1967,316053150795.2048,316053150795.2112,316053150795.2163,316053150795.22046,316053150795.2237,316053150795.2263,316053150795.2285,316053150795.23016,316053150795.23157,316053150795.23267,316053150795.23346,316053150795.2343,316053150795.23474,316053150795.2352,316053150795.2357,316053150795.236
0.4,0.30000000000000004,0.0,0.0,40742987761.6872,98058652606.08826,154673217313.3995,204284715015.31717,245711848782.55597,279584768211.9301,307015615314.5709,329128276202.0419,346913981104.5379,361203324763.41724,372676974174.1519,381886948441.87695,389278650518.60925,395210527661.77484,399970658260.67,403790400277.2408,406855487181.3044,409314993777.2859,411288557729.3584,412872186218.3507,414142920617.1392,415162581875.27454,415980776940.20374,416637311637.4959,417164127022.0249,417586853236.61316,417926056399.20056,418198239146.9414,418416643499.5464,418591895095.234,418732520139.05133,418845360212.3287,418935905123.6317,419008559994.53326,419066859574.12756,419113640208.89923,419151177834.463,419181298702.63293,419205468230.82336,419224862296.414,419240424444.6349,419252911793.20624,419262931867.0502,419270972155.1276,419277423827.37823,419282600765.621,419286754834.2912,419290088133.95776,419292762833.76385,419294909061.1567,419296631232.74786,419298013134.3117,419299121997.06445,419300011768.5483,419300725737.24414,419301298638.6099,419301758345.0045,419302127221.71173,419302423215.0384,419302660725.4251,419302851308.04596,419303004234.98004,419303126946.31165,419303225412.0987,419303304422.8232,419303367822.4543,419303418695.4623,419303459516.882,419303492272.7261,419303518556.6063,419303539647.2663,419303556570.7925,419303570150.535,419303581047.1656,419303589790.8187,419303596806.8836,419303602436.7009,419303606954.1679,419303610579.0647,419303613487.74756,419303615821.7271,419303617694.5544,419303619197.34467,419303620403.211,419303621370.8197,419303622147.2465,419303622770.26526,419303623270.18677,419303623671.33264,419303623993.2198,419303624251.5075,419303624458.7623,419303624625.0672,419303624758.51355,419303624865.59296,419303624951.51556,419303625020.46136,419303625075.7847,419303625120.17725,419303625155.7987,419303625184.38184,419303625207.31744,419303625225.72144,419303625240.4892,419303625252.33905,419303625261.84766,419303625269.4776,419303625275.6,419303625280.51245,419303625284.4544,419303625287.61755,419303625290.15564,419303625292.1923,419303625293.82654,419303625295.13794,419303625296.1903,419303625297.0346,419303625297.71204,419303625298.25586,419303625298.6921,419303625299.042,419303625299.3229,419303625299.5483,419303625299.7292,419303625299.8743,419303625299.9908,419303625300.0842,419303625300.15906,419303625300.2194,419303625300.26764,419303625300.30634,419303625300.3374,419303625300.36237,419303625300.38245,419303625300.3985,419303625300.4114,419303625300.42163,419303625300.4299,419303625300.4366,419303625300.4419,419303625300.44635,419303625300.44965,419303625300.4525,419303625300.4545,419303625300.4565,419303625300.45776,419303625300.4589,419303625300.45996,419303625300.46075,419303625300.46124,419303625300.4617,419303625300.4621
0.5,0.30000000000000004,0.0,0.0,56995898250.60791,130867007935.36684,201028661840.17508,261454840817.78598,311544407530.0171,352376844083.71375,385403188947.1487,412013425101.76044,433412426738.10803,450603413301.3568,464406514068.7544,475486218855.8142,484378478423.0386,491514546745.8421,497240995719.93634,501836153535.11365,505523459210.20154,508482250429.495,510856451660.6462,512761559766.2405,514290255677.8056,515516910119.7606,516501200345.9027,517291012840.8204,517924772754.66064,518433313198.23206,518841375250.7104,519168811616.1167,519431552469.45636,519642380473.80176,519811552670.10986,519947299493.7887,520056225195.0287,520143629143.49493,520213763649.1,520270040842.0821,520315198677.3328,520351434139.2726,520380510127.8497,520403841225.79834,520422562519.8318,520437584824.01434,520449638991.9871,520459311473.9012,520467072847.9416,520473300714.5354,520478298067.0801,520482308032.9457,520485525701.9211,520488107617.57385,520490179393.2878,520491841823.5083,520493175787.51794,520494246184.31256,520495105090.0171,520495794291.4543,520496347319.12537,520496791078.5085,520497147159.0457,520497432884.4948,520497662155.75146,520497846127.14526,520497993749.11176,520498112203.6416,520498207253.6939,520498283523.5712,520498344723.89716,520498393832.14325,520498433237.48596,520498464857.0442,520498490229.1484,520498510588.1825,520498526924.63904,520498540033.3065,520498550551.9378,520498558992.27747,520498565764.95825,520498571199.4795,520498575560.2376,520498579059.38837,520498581867.1702,520498584120.185,520498585928.0449,520498587378.7042,520498588542.73926,520498589476.78204,520498590226.27484,520498590827.6815,520498591310.261,520498591697.4914,520498592008.2121,520498592257.5402,520498592457.6054,520498592618.1413,520498592746.9583,520498592850.3232,520498592933.26514,520498592999.81934,520498593053.2236,520498593096.0761,520498593130.4617,520498593158.05334,520498593180.1935,520498593197.959,520498593212.2146,520498593223.6533,520498593232.8318,520498593240.19727,520498593246.1071,520498593250.84924,520498593254.65466,520498593257.70807,520498593260.15796,520498593262.1241,520498593263.70154,520498593264.96747,520498593265.98315,520498593266.7983,520498593267.4525,520498593267.97723,520498593268.39813,520498593268.7361,520498593269.0073,520498593269.22485,520498593269.3996,520498593269.5396,520498593269.65186,520498593269.7421,520498593269.81445,520498593269.8726,520498593269.9192,520498593269.95654,520498593269.9865,520498593270.01056,520498593270.02997,520498593270.0455,520498593270.0581,520498593270.0679,520498593270.076,520498593270.08234,520498593270.0874,520498593270.0916,520498593270.0951,520498593270.09753,520498593270.0997,520498593270.10156,520498593270.1028,520498593270.104,520498593270.10474,520498593270.10547,520498593270.10614,520498593270.10657
0.6000000000000001,0.30000000000000004,0.0,0.0,77860653785.13983,169101518657.52856,251949952344.8845,321974734077.75116,379578756482.6043,426392316084.85596,464209533920.2603,494664846169.9712,519151098496.70197,538820704295.36285,554613465513.1793,567290109307.4478,577463978138.1613,585628526705.48,592180290743.2517,597437716594.4608,601656447423.4685,605041668033.6954,607758045838.624,609937723479.2551,611686739337.648,613090182660.2946,614216331555.6936,615119974043.4009,615845073214.1532,616426905933.2407,616893779033.5984,617268406446.6553,617569014248.9332,617810227376.7717,618003781144.6472,618159092181.4109,618283716560.3195,618383717411.0624,618463959898.3868,618528347918.3145,618580014027.4784,618621471845.8561,618654738347.4838,618681431988.7272,618702851448.182,618720038808.9905,618733830257.471,618744896764.6162,618753776729.6587,618760902173.8594,618766619758.8734,618771207652.2703,618774889060.7258,618777843089.3064,618780213455.1487,618782115479.477,618783641698.1222,618784866363.5057,618785849057.1105,618786637588.1926,618787270319.7631,618787778034.9937,618788185434.857,618788512339.8594,618788774654.3326,618788985140.2,618789154037.8583,618789289564.387,618789398313.3198,618789485575.4258,618789555596.1146,618789611781.9788,618789656866.53,618789693043.1877,618789722071.9905,618789745365.226,618789764056.1384,618789779054.0638,618789791088.6698,618789800745.4551,618789808494.2336,618789814711.9933,618789819701.2357,618789823704.694,618789826917.1415,618789829494.867,618789831563.2809,618789833223.013,618789834554.8121,618789835623.4718,618789836480.9838,618789837169.0667,618789837721.1969,618789838164.2362,618789838519.7388,618789838805.0005,618789839033.8998,618789839217.5725,618789839364.9551,618789839483.2174,618789839578.1132,618789839654.2593,618789839715.3604,618789839764.3888,618789839803.7302,618789839835.2982,618789839860.6293,618789839880.9551,618789839897.2654,618789839910.3525,618789839920.8545,618789839929.2809,618789839936.0426,618789839941.4683,618789839945.8219,618789839949.3156,618789839952.1187,618789839954.3682,618789839956.1729,618789839957.6212,618789839958.7832,618789839959.7158,618789839960.464,618789839961.0648,618789839961.5466,618789839961.933,618789839962.2433,618789839962.4921,618789839962.6919,618789839962.8523,618789839962.981,618789839963.0841,618789839963.1669,618789839963.2332,618789839963.2867,618789839963.3292,618789839963.3638,618789839963.3912,618789839963.4133,618789839963.4312,618789839963.4451,618789839963.4565,618789839963.4661,618789839963.4731,618789839963.4791,618789839963.4841,618789839963.4878,618789839963.4908,618789839963.4932,618789839963.4952,618789839963.4966,618789839963.4979,618789839963.4989,618789839963.4996,618789839963.5004,618789839963.5011
0.7000000000000001,0.30000000000000004,0.0,0.0,104856140579.48587,213627079220.9533,307709295335.20306,385758522899.3558,449500519617.9377,501154988217.15845,542835748711.33453,576387435352.7352,603358387254.8983,625022402023.6287,642415991672.4844,656377445497.2103,667582412985.415,676574404716.9894,683790158022.7802,689580396756.6038,694226673622.9758,697954968269.6547,700946636415.3914,703347212694.7842,705273481925.2898,706819156696.3795,708059434737.7933,709054656541.237,709853240620.8549,710494038962.9238,711008227145.9674,711420821036.4482,711751893825.9128,712017552609.4961,712230722012.806,712401772989.4814,712539027380.2452,712649162780.4353,712737537413.132,712808450813.2638,712865353005.2625,712911012350.9995,712947650234.0021,712977049132.5018,713000639339.1991,713019568546.7688,713034757684.5244,713046945722.7671,713056725624.6016,713064573194.3245,713070870225.8895,713075923077.6553,713079977577.0974,713083230980.6183,713085841570.3151,713087936354.5999,713089617247.3125,713090966025.9589,713092048310.2854,713092916754.76,713093613610.2788,713094172779.7227,713094621467.3756,713094981502.4454,713095270401.0825,713095502218.5626,713095688233.0919,713095837494.5072,713095957264.5605,713096053370.2128,713096130487.1223,713096192367.1221,713096242020.7507,713096281863.7186,713096313834.4347,713096339488.3145,713096360073.4507,713096376591.3348,713096389845.584,713096400481.0321,713096409015.1079,713096415863.0044,713096421357.8801,713096425767.0671,713096429305.0787,713096432144.043,713096434422.0792,713096436250.0166,713096437716.7865,713096438893.749,713096439838.165,713096440595.9814,713096441204.067,713096441692.006,713096442083.537,713096442397.7084,713096442649.8057,713096442852.0925,713096443014.4114,713096443144.6589,713096443249.172,713096443333.0352,713096443400.3284,713096443454.3258,713096443497.6539,713096443532.4218,713096443560.3193,713096443582.7058,713096443600.6685,713096443615.0822,713096443626.6481,713096443635.9288,713096443643.3756,713096443649.3512,713096443654.1461,713096443657.9938,713096443661.0809,713096443663.5582,713096443665.5461,713096443667.1411,713096443668.4209,713096443669.4481,713096443670.2722,713096443670.9337,713096443671.4642,713096443671.8898,713096443672.2317,713096443672.5061,713096443672.7258,713096443672.9023,713096443673.0438,713096443673.1573,713096443673.2488,713096443673.3219,713096443673.3806,713096443673.4276,713096443673.4657,713096443673.4958,713096443673.5204,713096443673.5398,713096443673.5554,713096443673.5679,713096443673.5782,713096443673.5863,713096443673.5928,713096443673.5981,713096443673.6019,713096443673.6053,713096443673.6082,713096443673.6105,713096443673.6119,713096443673.6133,713096443673.6144,713096443673.6152,713096443673.6161,713096443673.6168
0.8,0.30000000000000004,0.0,0.0,139901723867.70364,265070365689.55737,368179796558.58356,452313398473.7971,520610865742.3083,575829213607.711,620345422205.5188,656166743154.0403,684958090894.9191,708083014151.2504,726649125086.3801,741551605517.7633,753511766249.9536,763109787858.3949,770811854446.2764,776992331107.9305,781951747236.0652,785931312925.4973,789124606611.6289,791686971374.1354,793743062835.1907,795392909411.9996,796716776837.7836,797779072293.2053,798631477491.298,799315462874.4777,799864305120.6484,800304706057.6486,800658091723.4554,800941654761.8613,801169190862.427,801351769936.283,801498274680.2798,801615832730.8467,801710163432.1602,801785856089.2358,801846593243.2552,801895329831.7245,801934436949.829,801965817207.1344,801990997291.8938,802011202246.3119,802027415066.3613,802040424525.7496,802050863550.7354,802059240012.7697,802065961437.07,802071354829.225,802075682584.4209,802079155253.2902,802081941785.4596,802084177749.1587,802085971926.7812,802087411607.2843,802088566832.901,802089493806.7832,802090237627.3547,802090834482.4043,802091313409.6672,802091697709.5457,802092006078.7035,802092253519.6808,802092452070.7861,802092611391.7766,802092739233.8141,802092841816.572,802092924130.8284,802092990181.2731,802093043181.3419,802093085709.5535,802093119834.9581,802093147217.7983,802093169190.284,802093186821.4025,802093200968.9303,802093212321.162,802093221430.3977,802093228739.8127,802093234605.0193,802093239311.3667,802093243087.8248,802093246118.1232,802093248549.689,802093250500.8213,802093252066.4453,802093253322.7303,802093254330.7958,802093255139.686,802093255788.7538,802093256309.5776,802093256727.496,802093257062.8416,802093257331.9285,802093257547.8488,802093257721.1074,802093257860.1328,802093257971.6898,802093258061.2048,802093258133.0336,802093258190.6696,802093258236.9182,802093258274.0292,802093258303.8075,802093258327.7019,802093258346.8755,802093258362.2609,802093258374.6061,802093258384.5122,802093258392.461,802093258398.8394,802093258403.9572,802093258408.0642,802093258411.3594,802093258414.004,802093258416.1255,802093258417.8284,802093258419.1945,802093258420.2905,802093258421.1705,802093258421.8762,802093258422.4425,802093258422.8969,802093258423.2617,802093258423.5544,802093258423.7893,802093258423.9774,802093258424.1285,802093258424.25,802093258424.3477,802093258424.4252,802093258424.488,802093258424.5386,802093258424.5787,802093258424.6112,802093258424.6372,802093258424.6582,802093258424.6747,802093258424.688,802093258424.699,802093258424.7079,802093258424.7148,802093258424.7202,802093258424.7247,802093258424.7283,802093258424.7312,802093258424.7334,802093258424.735,802093258424.7366,802093258424.7379,802093258424.7388,802093258424.7395,802093258424.7404
0.9,0.30000000000000004,0.0,0.0,185563867751.28577,323786429851.7145,432869810552.7285,520816665213.04767,591920668689.0361,649321317700.9768,695569776943.1227,732776432776.6874,762678517800.7183,786694708471.0399,805976108941.9512,821452644524.0001,833873492405.7426,843841206459.0278,851839935167.0559,858258465682.1351,863408903716.0427,867541750311.0029,870858040041.9501,873519099360.8842,875654385256.2386,877367778940.2988,878742637740.6962,879845849608.4043,880731086880.0178,881441417314.1555,882011399305.8481,882468763156.692,882835760170.929,883130245201.0593,883366545304.9365,883556156773.2294,883708304437.441,883830390469.0266,883928354504.0243,884006962613.6178,884070039179.3506,884120652953.9968,884161266360.1655,884193855290.1975,884220005235.7642,884240988423.9963,884257825712.9025,884271336257.3711,884282177362.0675,884290876460.118,884297856773.38,884303457902.7097,884307952349.9636,884311558775.5486,884314452636.52,884316774722.7872,884318638006.7128,884320133139.3601,884321332860.778,884322295538.894,884323068009.1875,884323687853.2906,884324185227.3851,884324584329.3342,884324904575.9409,884325161547.597,884325367746.2911,884325533203.8446,884325665969.9712,884325772503.9073,884325857988.66,884325926583.1685,884325981624.6398,884326025790.9098,884326061230.7218,884326089668.2665,884326112487.0656,884326130797.2817,884326145489.7297,884326157279.2152,884326166739.3104,884326174330.2625,884326180421.379,884326185309.0005,884326189230.9165,884326192377.9329,884326194903.1554,884326196929.4396,884326198555.3661,884326199860.0394,884326200906.9327,884326201746.979,884326202421.0468,884326202961.9313,884326203395.9464,884326203744.2086,884326204023.6602,884326204247.8972,884326204427.829,884326204572.2095,884326204688.063,884326204781.0259,884326204855.621,884326204915.4777,884326204963.5074,884326205002.0479,884326205032.973,884326205057.7881,884326205077.7,884326205093.6776,884326205106.4985,884326205116.786,884326205125.0411,884326205131.665,884326205136.9801,884326205141.2456,884326205144.6677,884326205147.4138,884326205149.6171,884326205151.3854,884326205152.8042,884326205153.9427,884326205154.8567,884326205155.5894,884326205156.1776,884326205156.6493,884326205157.0282,884326205157.3325,884326205157.5762,884326205157.7719,884326205157.9287,884326205158.0548,884326205158.1558,884326205158.2369,884326205158.3021,884326205158.3541,884326205158.3962,884326205158.4296,884326205158.4573,884326205158.4785,884326205158.4957,884326205158.5096,884326205158.5208,884326205158.53,884326205158.5371,884326205158.5428,884326205158.5472,884326205158.5515,884326205158.5542,884326205158.5564,884326205158.5583,884326205158.5597,884326205158.5613,884326205158.5624,884326205158.5631,884326205158.5637
